,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
164,DAL,NYJ,2023-09-17,20:25,UTC,1.0,2023,Regular-Season,,4,,30.0,10.0,1.0,0.0,0.0,26.0,16.0,8.0,2.0,9.0,18.0,0.0,0.0,83.0,382.0,4.6,12.0,248.0,31.0,38.0,6.53,1.0,7.0,134.0,44.0,3.05,2.0,6.0,6.0,38.0,0.0,0.0,0.0,0.0,42.0,15.0,0.7,12.0,6.0,4.0,2.0,1.0,10.0,1.0,1.0,46.0,215.0,4.67,11.0,151.0,12.0,27.0,5.59,3.0,19.0,64.0,16.0,4.0,0.0,1.0,5.0,29.0,4.0,1.0,3.0,0.0,17.0,45.0,0.3,0.0,AT&T Stadium,Arlington,TX,93689,100000,-400.0,-110.0,-8.0,38.5,Dana McKenzie,Jonah Monroe,Julian Mapp,Scott Campbell,Clete Blakeman,Terry Brown,Lo van Pham,803096384.0,1566.0,1594.0,Final
165,NYJ,DAL,2023-09-17,20:25,UTC,0.0,2023,Regular-Season,,4,,10.0,30.0,0.0,1.0,0.0,12.0,6.0,4.0,2.0,1.0,10.0,1.0,1.0,46.0,215.0,4.67,11.0,151.0,12.0,27.0,5.59,3.0,19.0,64.0,16.0,4.0,0.0,1.0,5.0,29.0,4.0,1.0,3.0,0.0,17.0,45.0,0.3,26.0,16.0,8.0,2.0,9.0,18.0,0.0,0.0,83.0,382.0,4.6,12.0,248.0,31.0,38.0,6.53,1.0,7.0,134.0,44.0,3.05,2.0,6.0,6.0,38.0,0.0,0.0,0.0,0.0,42.0,15.0,0.7,0.0,AT&T Stadium,Arlington,TX,93689,100000,310.0,-110.0,8.0,38.5,Dana McKenzie,Jonah Monroe,Julian Mapp,Scott Campbell,Clete Blakeman,Terry Brown,Lo van Pham,803096384.0,1594.0,1566.0,Final
166,DEN,WSH,2023-09-17,20:25,UTC,1.0,2023,Regular-Season,,4,,33.0,35.0,0.0,1.0,0.0,21.0,8.0,10.0,3.0,4.0,12.0,2.0,2.0,62.0,399.0,6.44,11.0,277.0,18.0,32.0,8.66,7.0,31.0,122.0,23.0,5.3,2.0,4.0,9.0,58.0,2.0,1.0,1.0,0.0,26.0,15.0,0.44,26.0,11.0,11.0,4.0,3.0,10.0,1.0,1.0,66.0,388.0,5.88,11.0,266.0,27.0,39.0,6.82,4.0,33.0,122.0,23.0,5.3,3.0,3.0,8.0,71.0,0.0,0.0,0.0,0.0,33.0,45.0,0.56,0.0,Empower Field at Mile High,Denver,CO,76108,76125,-205.0,-110.0,-4.0,39.0,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803096386.0,1568.0,1610.0,Final
167,WSH,DEN,2023-09-17,20:25,UTC,0.0,2023,Regular-Season,,4,,35.0,33.0,1.0,0.0,0.0,26.0,11.0,11.0,4.0,3.0,10.0,1.0,1.0,66.0,388.0,5.88,11.0,266.0,27.0,39.0,6.82,4.0,33.0,122.0,23.0,5.3,3.0,3.0,8.0,71.0,0.0,0.0,0.0,0.0,33.0,45.0,0.56,21.0,8.0,10.0,3.0,4.0,12.0,2.0,2.0,62.0,399.0,6.44,11.0,277.0,18.0,32.0,8.66,7.0,31.0,122.0,23.0,5.3,2.0,4.0,9.0,58.0,2.0,1.0,1.0,0.0,26.0,15.0,0.44,0.0,Empower Field at Mile High,Denver,CO,76108,76125,170.0,-110.0,4.0,39.0,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803096386.0,1610.0,1568.0,Final
168,ATL,GB,2023-09-17,17:00,UTC,1.0,2023,Regular-Season,,4,,25.0,24.0,1.0,0.0,0.0,27.0,10.0,15.0,2.0,6.0,15.0,3.0,4.0,78.0,446.0,5.72,10.0,235.0,19.0,32.0,7.34,1.0,2.0,211.0,45.0,4.69,2.0,5.0,6.0,110.0,1.0,0.0,1.0,0.0,36.0,15.0,0.6,17.0,10.0,4.0,3.0,3.0,9.0,0.0,1.0,47.0,224.0,4.77,10.0,140.0,14.0,25.0,5.6,1.0,11.0,84.0,21.0,4.0,2.0,3.0,7.0,40.0,0.0,0.0,0.0,0.0,23.0,45.0,0.4,0.0,Mercedes-Benz Stadium,Atlanta,GA,69251,75000,-155.0,100.0,-3.0,40.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096388.0,1556.0,1572.0,Final
169,GB,ATL,2023-09-17,17:00,UTC,0.0,2023,Regular-Season,,4,,24.0,25.0,0.0,1.0,0.0,17.0,10.0,4.0,3.0,3.0,9.0,0.0,1.0,47.0,224.0,4.77,10.0,140.0,14.0,25.0,5.6,1.0,11.0,84.0,21.0,4.0,2.0,3.0,7.0,40.0,0.0,0.0,0.0,0.0,23.0,45.0,0.4,27.0,10.0,15.0,2.0,6.0,15.0,3.0,4.0,78.0,446.0,5.72,10.0,235.0,19.0,32.0,7.34,1.0,2.0,211.0,45.0,4.69,2.0,5.0,6.0,110.0,1.0,0.0,1.0,0.0,36.0,15.0,0.6,0.0,Mercedes-Benz Stadium,Atlanta,GA,69251,75000,130.0,-120.0,3.0,40.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096388.0,1572.0,1556.0,Final
170,DET,SEA,2023-09-17,17:00,UTC,1.0,2023,Regular-Season,,5,,31.0,37.0,0.0,1.0,0.0,25.0,17.0,5.0,3.0,6.0,11.0,1.0,3.0,64.0,418.0,6.53,11.0,316.0,28.0,35.0,9.03,2.0,7.0,102.0,27.0,3.78,2.0,2.0,4.0,24.0,3.0,2.0,1.0,0.0,30.0,48.0,0.48,28.0,18.0,7.0,3.0,5.0,11.0,1.0,1.0,67.0,393.0,5.87,10.0,311.0,32.0,41.0,7.59,1.0,17.0,82.0,25.0,3.28,4.0,5.0,9.0,80.0,0.0,0.0,0.0,1.0,33.0,31.0,0.52,0.0,Ford Field,Detroit,MI,66434,64500,-220.0,-110.0,-4.5,47.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096390.0,1570.0,1606.0,Final
171,SEA,DET,2023-09-17,17:00,UTC,0.0,2023,Regular-Season,,5,,37.0,31.0,1.0,0.0,0.0,28.0,18.0,7.0,3.0,5.0,11.0,1.0,1.0,67.0,393.0,5.87,10.0,311.0,32.0,41.0,7.59,1.0,17.0,82.0,25.0,3.28,4.0,5.0,9.0,80.0,0.0,0.0,0.0,1.0,33.0,31.0,0.52,25.0,17.0,5.0,3.0,6.0,11.0,1.0,3.0,64.0,418.0,6.53,11.0,316.0,28.0,35.0,9.03,2.0,7.0,102.0,27.0,3.78,2.0,2.0,4.0,24.0,3.0,2.0,1.0,0.0,30.0,48.0,0.48,0.0,Ford Field,Detroit,MI,66434,64500,180.0,-110.0,4.5,47.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096390.0,1606.0,1570.0,Final
172,HOU,IND,2023-09-17,17:00,UTC,1.0,2023,Regular-Season,,4,,20.0,31.0,0.0,1.0,0.0,24.0,18.0,3.0,3.0,9.0,19.0,2.0,2.0,79.0,389.0,4.92,11.0,337.0,30.0,47.0,7.17,6.0,47.0,52.0,26.0,2.0,1.0,4.0,3.0,20.0,1.0,1.0,0.0,0.0,34.0,58.0,0.58,19.0,13.0,6.0,0.0,6.0,12.0,0.0,0.0,56.0,353.0,6.3,10.0,227.0,25.0,33.0,6.88,0.0,0.0,126.0,23.0,5.48,4.0,4.0,8.0,42.0,0.0,0.0,0.0,0.0,25.0,2.0,0.42,0.0,NRG Stadium,Houston,TX,71159,71995,-115.0,-110.0,-1.0,40.0,,,,,,,,803096392.0,1622.0,1576.0,Final
173,IND,HOU,2023-09-17,17:00,UTC,0.0,2023,Regular-Season,,4,,31.0,20.0,1.0,0.0,0.0,19.0,13.0,6.0,0.0,6.0,12.0,0.0,0.0,56.0,353.0,6.3,10.0,227.0,25.0,33.0,6.88,0.0,0.0,126.0,23.0,5.48,4.0,4.0,8.0,42.0,0.0,0.0,0.0,0.0,25.0,2.0,0.42,24.0,18.0,3.0,3.0,9.0,19.0,2.0,2.0,79.0,389.0,4.92,11.0,337.0,30.0,47.0,7.17,6.0,47.0,52.0,26.0,2.0,1.0,4.0,3.0,20.0,1.0,1.0,0.0,0.0,34.0,58.0,0.58,0.0,NRG Stadium,Houston,TX,71159,71995,-105.0,-110.0,1.0,40.0,,,,,,,,803096392.0,1576.0,1622.0,Final
174,TB,CHI,2023-09-17,17:00,UTC,1.0,2023,Regular-Season,,4,,27.0,17.0,1.0,0.0,0.0,19.0,10.0,8.0,1.0,8.0,15.0,1.0,1.0,68.0,437.0,6.43,10.0,317.0,26.0,34.0,9.32,0.0,0.0,120.0,34.0,3.53,1.0,4.0,7.0,54.0,0.0,0.0,0.0,1.0,35.0,56.0,0.6,14.0,9.0,5.0,0.0,6.0,13.0,0.0,0.0,51.0,236.0,4.63,10.0,169.0,16.0,29.0,5.83,6.0,42.0,67.0,16.0,4.19,1.0,1.0,5.0,28.0,2.0,0.0,2.0,0.0,24.0,4.0,0.4,0.0,Raymond James Stadium,Tampa,FL,62976,65844,-125.0,-110.0,-2.5,41.0,,,,,,,,803096394.0,1608.0,1560.0,Final
175,CHI,TB,2023-09-17,17:00,UTC,0.0,2023,Regular-Season,,4,,17.0,27.0,0.0,1.0,0.0,14.0,9.0,5.0,0.0,6.0,13.0,0.0,0.0,51.0,236.0,4.63,10.0,169.0,16.0,29.0,5.83,6.0,42.0,67.0,16.0,4.19,1.0,1.0,5.0,28.0,2.0,0.0,2.0,0.0,24.0,4.0,0.4,19.0,10.0,8.0,1.0,8.0,15.0,1.0,1.0,68.0,437.0,6.43,10.0,317.0,26.0,34.0,9.32,0.0,0.0,120.0,34.0,3.53,1.0,4.0,7.0,54.0,0.0,0.0,0.0,1.0,35.0,56.0,0.6,0.0,Raymond James Stadium,Tampa,FL,62976,65844,105.0,-110.0,2.5,41.0,,,,,,,,803096394.0,1560.0,1608.0,Final
176,ARI,NYG,2023-09-17,20:05,UTC,1.0,2023,Regular-Season,,4,,28.0,31.0,0.0,1.0,0.0,24.0,11.0,10.0,3.0,4.0,10.0,0.0,0.0,60.0,379.0,6.32,10.0,228.0,21.0,31.0,7.35,0.0,0.0,151.0,29.0,5.21,2.0,3.0,8.0,57.0,0.0,0.0,0.0,0.0,30.0,37.0,0.51,26.0,15.0,10.0,1.0,7.0,12.0,1.0,1.0,67.0,439.0,6.55,10.0,312.0,26.0,37.0,8.43,3.0,9.0,127.0,27.0,4.7,4.0,5.0,9.0,75.0,1.0,0.0,1.0,0.0,29.0,23.0,0.49,0.0,State Farm Stadium,Glendale,AZ,62080,65000,192.0,-110.0,5.0,39.5,Tom Stephan,,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Brad Freeman,803096396.0,1598.0,1592.0,Final
177,NYG,ARI,2023-09-17,20:05,UTC,0.0,2023,Regular-Season,,4,,31.0,28.0,1.0,0.0,0.0,26.0,15.0,10.0,1.0,7.0,12.0,1.0,1.0,67.0,439.0,6.55,10.0,312.0,26.0,37.0,8.43,3.0,9.0,127.0,27.0,4.7,4.0,5.0,9.0,75.0,1.0,0.0,1.0,0.0,29.0,23.0,0.49,24.0,11.0,10.0,3.0,4.0,10.0,0.0,0.0,60.0,379.0,6.32,10.0,228.0,21.0,31.0,7.35,0.0,0.0,151.0,29.0,5.21,2.0,3.0,8.0,57.0,0.0,0.0,0.0,0.0,30.0,37.0,0.51,0.0,State Farm Stadium,Glendale,AZ,62080,65000,-235.0,-110.0,-5.0,39.5,Tom Stephan,,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Brad Freeman,803096396.0,1592.0,1598.0,Final
178,LAR,SF,2023-09-17,20:05,UTC,1.0,2023,Regular-Season,,4,,23.0,30.0,0.0,1.0,0.0,28.0,17.0,9.0,2.0,7.0,14.0,1.0,2.0,78.0,386.0,4.95,10.0,297.0,34.0,55.0,5.4,1.0,10.0,89.0,22.0,4.05,2.0,3.0,6.0,55.0,2.0,0.0,2.0,0.0,33.0,11.0,0.55,21.0,11.0,8.0,2.0,2.0,9.0,0.0,0.0,54.0,365.0,6.76,10.0,206.0,17.0,25.0,8.24,1.0,0.0,159.0,28.0,5.68,3.0,5.0,6.0,57.0,0.0,0.0,0.0,0.0,26.0,49.0,0.45,0.0,SoFi Stadium,Inglewood,CA,74742,71500,275.0,-110.0,7.0,45.0,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096398.0,1582.0,1604.0,Final
179,SF,LAR,2023-09-17,20:05,UTC,0.0,2023,Regular-Season,,4,,30.0,23.0,1.0,0.0,0.0,21.0,11.0,8.0,2.0,2.0,9.0,0.0,0.0,54.0,365.0,6.76,10.0,206.0,17.0,25.0,8.24,1.0,0.0,159.0,28.0,5.68,3.0,5.0,6.0,57.0,0.0,0.0,0.0,0.0,26.0,49.0,0.45,28.0,17.0,9.0,2.0,7.0,14.0,1.0,2.0,78.0,386.0,4.95,10.0,297.0,34.0,55.0,5.4,1.0,10.0,89.0,22.0,4.05,2.0,3.0,6.0,55.0,2.0,0.0,2.0,0.0,33.0,11.0,0.55,0.0,SoFi Stadium,Inglewood,CA,74742,71500,-350.0,-110.0,-7.0,45.0,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096398.0,1604.0,1582.0,Final
180,NE,MIA,2023-09-18,00:20,UTC,1.0,2023,Regular-Season,,4,,17.0,24.0,0.0,1.0,0.0,23.0,10.0,10.0,3.0,7.0,15.0,1.0,2.0,71.0,288.0,4.06,11.0,200.0,31.0,42.0,4.76,4.0,31.0,88.0,25.0,3.52,2.0,2.0,5.0,45.0,2.0,1.0,1.0,0.0,29.0,41.0,0.49,22.0,15.0,6.0,1.0,4.0,10.0,0.0,0.0,61.0,389.0,6.38,11.0,244.0,21.0,30.0,8.13,1.0,5.0,145.0,30.0,4.83,2.0,3.0,6.0,46.0,1.0,0.0,1.0,0.0,30.0,19.0,0.51,0.0,Gillette Stadium,Foxborough,MA,64628,64628,118.0,-110.0,2.0,46.0,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096400.0,1588.0,1584.0,Final
181,MIA,NE,2023-09-18,00:20,UTC,0.0,2023,Regular-Season,,4,,24.0,17.0,1.0,0.0,0.0,22.0,15.0,6.0,1.0,4.0,10.0,0.0,0.0,61.0,389.0,6.38,11.0,244.0,21.0,30.0,8.13,1.0,5.0,145.0,30.0,4.83,2.0,3.0,6.0,46.0,1.0,0.0,1.0,0.0,30.0,19.0,0.51,23.0,10.0,10.0,3.0,7.0,15.0,1.0,2.0,71.0,288.0,4.06,11.0,200.0,31.0,42.0,4.76,4.0,31.0,88.0,25.0,3.52,2.0,2.0,5.0,45.0,2.0,1.0,1.0,0.0,29.0,41.0,0.49,0.0,Gillette Stadium,Foxborough,MA,64628,64628,-140.0,-110.0,-2.0,46.0,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096400.0,1584.0,1588.0,Final
182,PIT,CLE,2023-09-19,00:15,UTC,1.0,2023,Regular-Season,,4,,26.0,22.0,1.0,0.0,0.0,9.0,6.0,3.0,0.0,4.0,14.0,0.0,0.0,53.0,255.0,4.81,14.0,200.0,15.0,30.0,6.67,2.0,22.0,55.0,21.0,2.62,0.0,0.0,5.0,31.0,2.0,1.0,1.0,2.0,24.0,32.0,0.41,20.0,12.0,7.0,1.0,5.0,16.0,0.0,2.0,81.0,408.0,5.04,15.0,210.0,22.0,40.0,5.25,6.0,25.0,198.0,35.0,5.66,2.0,3.0,8.0,81.0,4.0,3.0,1.0,0.0,35.0,28.0,0.59,0.0,Acrisure Stadium,Pittsburgh,PA,67576,68400,135.0,-110.0,2.0,39.0,Max Causey,Tony Josselyn,Maia Chaka,Barry Anderson,Ronald Torbert,Ryan Dickson,Keith Washington,803096402.0,1600.0,1564.0,Final
183,CLE,PIT,2023-09-19,00:15,UTC,0.0,2023,Regular-Season,,4,,22.0,26.0,0.0,1.0,0.0,20.0,12.0,7.0,1.0,5.0,16.0,0.0,2.0,81.0,408.0,5.04,15.0,210.0,22.0,40.0,5.25,6.0,25.0,198.0,35.0,5.66,2.0,3.0,8.0,81.0,4.0,3.0,1.0,0.0,35.0,28.0,0.59,9.0,6.0,3.0,0.0,4.0,14.0,0.0,0.0,53.0,255.0,4.81,14.0,200.0,15.0,30.0,6.67,2.0,22.0,55.0,21.0,2.62,0.0,0.0,5.0,31.0,2.0,1.0,1.0,2.0,24.0,32.0,0.41,0.0,Acrisure Stadium,Pittsburgh,PA,67576,68400,-160.0,-110.0,-2.0,39.0,Max Causey,Tony Josselyn,Maia Chaka,Barry Anderson,Ronald Torbert,Ryan Dickson,Keith Washington,803096402.0,1564.0,1600.0,Final
184,CAR,NO,2023-09-18,23:15,UTC,1.0,2023,Regular-Season,,4,,17.0,20.0,0.0,1.0,0.0,14.0,8.0,4.0,2.0,4.0,14.0,1.0,1.0,56.0,239.0,4.27,11.0,139.0,22.0,33.0,4.21,4.0,14.0,100.0,19.0,5.26,1.0,3.0,6.0,35.0,1.0,1.0,0.0,0.0,27.0,11.0,0.45,23.0,11.0,10.0,2.0,7.0,16.0,0.0,0.0,74.0,341.0,4.61,11.0,207.0,22.0,37.0,5.59,4.0,29.0,134.0,33.0,4.06,2.0,4.0,3.0,32.0,1.0,0.0,1.0,0.0,32.0,49.0,0.55,0.0,Bank of America Stadium,Charlotte,NC,72709,73778,158.0,100.0,3.0,39.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Allen Baynes,803096404.0,1612.0,1590.0,Final
185,NO,CAR,2023-09-18,23:15,UTC,0.0,2023,Regular-Season,,4,,20.0,17.0,1.0,0.0,0.0,23.0,11.0,10.0,2.0,7.0,16.0,0.0,0.0,74.0,341.0,4.61,11.0,207.0,22.0,37.0,5.59,4.0,29.0,134.0,33.0,4.06,2.0,4.0,3.0,32.0,1.0,0.0,1.0,0.0,32.0,49.0,0.55,14.0,8.0,4.0,2.0,4.0,14.0,1.0,1.0,56.0,239.0,4.27,11.0,139.0,22.0,33.0,4.21,4.0,14.0,100.0,19.0,5.26,1.0,3.0,6.0,35.0,1.0,1.0,0.0,0.0,27.0,11.0,0.45,0.0,Bank of America Stadium,Charlotte,NC,72709,73778,-190.0,-120.0,-3.0,39.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Allen Baynes,803096404.0,1590.0,1612.0,Final
186,SF,NYG,2023-09-22,00:15,UTC,1.0,2023,Regular-Season,,4,,30.0,12.0,1.0,0.0,0.0,26.0,13.0,9.0,4.0,9.0,16.0,0.0,0.0,78.0,441.0,5.65,11.0,300.0,25.0,37.0,8.11,2.0,10.0,141.0,39.0,3.62,2.0,5.0,6.0,71.0,0.0,0.0,0.0,0.0,39.0,10.0,0.65,10.0,6.0,2.0,2.0,3.0,12.0,0.0,0.0,46.0,150.0,3.26,10.0,121.0,22.0,33.0,3.67,2.0,16.0,29.0,11.0,2.64,1.0,1.0,6.0,37.0,1.0,0.0,1.0,0.0,20.0,50.0,0.35,0.0,Levi's Stadium,Santa Clara,CA,71593,68500,-600.0,-110.0,-10.5,43.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096406.0,1604.0,1592.0,Final
187,NYG,SF,2023-09-22,00:15,UTC,0.0,2023,Regular-Season,,4,,12.0,30.0,0.0,1.0,0.0,10.0,6.0,2.0,2.0,3.0,12.0,0.0,0.0,46.0,150.0,3.26,10.0,121.0,22.0,33.0,3.67,2.0,16.0,29.0,11.0,2.64,1.0,1.0,6.0,37.0,1.0,0.0,1.0,0.0,20.0,50.0,0.35,26.0,13.0,9.0,4.0,9.0,16.0,0.0,0.0,78.0,441.0,5.65,11.0,300.0,25.0,37.0,8.11,2.0,10.0,141.0,39.0,3.62,2.0,5.0,6.0,71.0,0.0,0.0,0.0,0.0,39.0,10.0,0.65,0.0,Levi's Stadium,Santa Clara,CA,71593,68500,430.0,-110.0,10.5,43.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096406.0,1592.0,1604.0,Final
188,BAL,IND,2023-09-24,17:00,UTC,1.0,2023,Regular-Season,,5,,19.0,22.0,0.0,1.0,0.0,20.0,7.0,12.0,1.0,6.0,16.0,0.0,1.0,72.0,364.0,5.06,15.0,178.0,22.0,31.0,5.74,4.0,24.0,186.0,37.0,5.03,2.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,32.0,18.0,0.47,19.0,9.0,10.0,0.0,8.0,22.0,0.0,1.0,84.0,327.0,3.89,16.0,188.0,27.0,44.0,4.27,5.0,39.0,139.0,35.0,3.97,1.0,2.0,6.0,31.0,0.0,0.0,0.0,0.0,36.0,33.0,0.53,0.0,M&T Bank Stadium,Baltimore,MD,70038,70745,-365.0,-110.0,-7.5,44.0,,,,,,,,803096408.0,1620.0,1576.0,Final
189,IND,BAL,2023-09-24,17:00,UTC,0.0,2023,Regular-Season,,5,,22.0,19.0,1.0,0.0,0.0,19.0,9.0,10.0,0.0,8.0,22.0,0.0,1.0,84.0,327.0,3.89,16.0,188.0,27.0,44.0,4.27,5.0,39.0,139.0,35.0,3.97,1.0,2.0,6.0,31.0,0.0,0.0,0.0,0.0,36.0,33.0,0.53,20.0,7.0,12.0,1.0,6.0,16.0,0.0,1.0,72.0,364.0,5.06,15.0,178.0,22.0,31.0,5.74,4.0,24.0,186.0,37.0,5.03,2.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,32.0,18.0,0.47,0.0,M&T Bank Stadium,Baltimore,MD,70038,70745,285.0,-110.0,7.5,44.0,,,,,,,,803096408.0,1576.0,1620.0,Final
190,CLE,TEN,2023-09-24,17:00,UTC,1.0,2023,Regular-Season,,4,,27.0,3.0,1.0,0.0,0.0,23.0,12.0,7.0,4.0,6.0,13.0,1.0,1.0,67.0,341.0,5.09,9.0,263.0,27.0,33.0,7.97,3.0,26.0,78.0,31.0,2.52,2.0,2.0,5.0,46.0,1.0,1.0,0.0,0.0,38.0,29.0,0.64,6.0,5.0,0.0,1.0,2.0,12.0,1.0,1.0,45.0,94.0,2.09,10.0,68.0,13.0,25.0,2.72,5.0,36.0,26.0,15.0,1.73,0.0,2.0,8.0,80.0,0.0,0.0,0.0,0.0,21.0,31.0,0.36,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,67431,-180.0,-115.0,-3.5,38.0,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096410.0,1564.0,1574.0,Final
191,TEN,CLE,2023-09-24,17:00,UTC,0.0,2023,Regular-Season,,4,,3.0,27.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,2.0,12.0,1.0,1.0,45.0,94.0,2.09,10.0,68.0,13.0,25.0,2.72,5.0,36.0,26.0,15.0,1.73,0.0,2.0,8.0,80.0,0.0,0.0,0.0,0.0,21.0,31.0,0.36,23.0,12.0,7.0,4.0,6.0,13.0,1.0,1.0,67.0,341.0,5.09,9.0,263.0,27.0,33.0,7.97,3.0,26.0,78.0,31.0,2.52,2.0,2.0,5.0,46.0,1.0,1.0,0.0,0.0,38.0,29.0,0.64,0.0,Cleveland Browns Stadium,Cleveland,OH,67919,67431,152.0,-105.0,3.5,38.0,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096410.0,1574.0,1564.0,Final
192,MIA,DEN,2023-09-24,17:00,UTC,1.0,2023,Regular-Season,,4,,70.0,20.0,1.0,0.0,0.0,30.0,16.0,12.0,2.0,5.0,9.0,1.0,3.0,71.0,726.0,10.23,14.0,376.0,25.0,28.0,13.43,0.0,0.0,350.0,43.0,8.14,6.0,6.0,6.0,55.0,0.0,0.0,0.0,0.0,33.0,21.0,0.56,16.0,13.0,2.0,1.0,3.0,12.0,0.0,1.0,59.0,363.0,6.15,14.0,294.0,23.0,38.0,7.74,1.0,12.0,69.0,20.0,3.45,1.0,4.0,7.0,46.0,3.0,2.0,1.0,1.0,26.0,39.0,0.44,0.0,Hard Rock Stadium,Miami Gardens,FL,65522,64992,-267.0,-110.0,-6.0,47.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096412.0,1584.0,1568.0,Final
193,DEN,MIA,2023-09-24,17:00,UTC,0.0,2023,Regular-Season,,4,,20.0,70.0,0.0,1.0,0.0,16.0,13.0,2.0,1.0,3.0,12.0,0.0,1.0,59.0,363.0,6.15,14.0,294.0,23.0,38.0,7.74,1.0,12.0,69.0,20.0,3.45,1.0,4.0,7.0,46.0,3.0,2.0,1.0,1.0,26.0,39.0,0.44,30.0,16.0,12.0,2.0,5.0,9.0,1.0,3.0,71.0,726.0,10.23,14.0,376.0,25.0,28.0,13.43,0.0,0.0,350.0,43.0,8.14,6.0,6.0,6.0,55.0,0.0,0.0,0.0,0.0,33.0,21.0,0.56,0.0,Hard Rock Stadium,Miami Gardens,FL,65522,64992,215.0,-110.0,6.0,47.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096412.0,1568.0,1584.0,Final
