,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
289,NO,HOU,2023-10-15,17:00,UTC,0.0,2023,Regular-Season,,4,,13.0,20.0,0.0,1.0,0.0,24.0,13.0,9.0,2.0,6.0,15.0,0.0,2.0,78.0,430.0,5.51,10.0,341.0,33.0,51.0,6.69,2.0,16.0,89.0,25.0,3.56,0.0,3.0,7.0,83.0,2.0,1.0,1.0,0.0,31.0,33.0,0.53,19.0,9.0,7.0,3.0,4.0,11.0,0.0,0.0,60.0,297.0,4.95,12.0,177.0,13.0,27.0,6.56,2.0,22.0,120.0,31.0,3.87,2.0,4.0,3.0,29.0,1.0,0.0,1.0,0.0,28.0,27.0,0.47,0.0,NRG Stadium,Houston,TX,71810,71995,-125.0,-110.0,-2.0,42.0,,,,,,,,803096508.0,1590.0,1622.0,Final
290,TB,DET,2023-10-15,20:25,UTC,1.0,2023,Regular-Season,,4,,6.0,20.0,0.0,1.0,0.0,13.0,12.0,0.0,1.0,2.0,12.0,1.0,2.0,54.0,251.0,4.65,10.0,205.0,19.0,37.0,5.54,1.0,1.0,46.0,16.0,2.88,0.0,2.0,5.0,33.0,1.0,0.0,1.0,0.0,23.0,30.0,0.39,19.0,16.0,2.0,1.0,9.0,16.0,0.0,0.0,69.0,380.0,5.51,11.0,340.0,30.0,44.0,7.73,3.0,13.0,40.0,22.0,1.82,0.0,2.0,5.0,35.0,0.0,0.0,0.0,0.0,36.0,30.0,0.61,0.0,Raymond James Stadium,Tampa,FL,65854,65844,140.0,-115.0,3.0,43.0,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096510.0,1608.0,1570.0,Final
291,DET,TB,2023-10-15,20:25,UTC,0.0,2023,Regular-Season,,4,,20.0,6.0,1.0,0.0,0.0,19.0,16.0,2.0,1.0,9.0,16.0,0.0,0.0,69.0,380.0,5.51,11.0,340.0,30.0,44.0,7.73,3.0,13.0,40.0,22.0,1.82,0.0,2.0,5.0,35.0,0.0,0.0,0.0,0.0,36.0,30.0,0.61,13.0,12.0,0.0,1.0,2.0,12.0,1.0,2.0,54.0,251.0,4.65,10.0,205.0,19.0,37.0,5.54,1.0,1.0,46.0,16.0,2.88,0.0,2.0,5.0,33.0,1.0,0.0,1.0,0.0,23.0,30.0,0.39,0.0,Raymond James Stadium,Tampa,FL,65854,65844,-165.0,-105.0,-3.0,43.0,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096510.0,1570.0,1608.0,Final
292,LAR,ARI,2023-10-15,20:25,UTC,1.0,2023,Regular-Season,,4,,26.0,9.0,1.0,0.0,0.0,17.0,7.0,9.0,1.0,4.0,12.0,0.0,0.0,55.0,382.0,6.95,10.0,203.0,15.0,24.0,8.46,3.0,23.0,179.0,28.0,6.39,2.0,5.0,6.0,59.0,1.0,1.0,0.0,0.0,29.0,30.0,0.49,20.0,12.0,6.0,2.0,6.0,16.0,2.0,4.0,73.0,345.0,4.73,12.0,215.0,21.0,41.0,5.24,2.0,20.0,130.0,30.0,4.33,0.0,3.0,5.0,36.0,2.0,1.0,1.0,0.0,30.0,30.0,0.51,0.0,SoFi Stadium,Inglewood,CA,71202,71500,-365.0,-110.0,-7.0,47.5,Max Causey,Tony Josselyn,Maia Chaka,Barry Anderson,Ronald Torbert,Ryan Dickson,Keith Washington,803096512.0,1582.0,1598.0,Final
293,ARI,LAR,2023-10-15,20:25,UTC,0.0,2023,Regular-Season,,4,,9.0,26.0,0.0,1.0,0.0,20.0,12.0,6.0,2.0,6.0,16.0,2.0,4.0,73.0,345.0,4.73,12.0,215.0,21.0,41.0,5.24,2.0,20.0,130.0,30.0,4.33,0.0,3.0,5.0,36.0,2.0,1.0,1.0,0.0,30.0,30.0,0.51,17.0,7.0,9.0,1.0,4.0,12.0,0.0,0.0,55.0,382.0,6.95,10.0,203.0,15.0,24.0,8.46,3.0,23.0,179.0,28.0,6.39,2.0,5.0,6.0,59.0,1.0,1.0,0.0,0.0,29.0,30.0,0.49,0.0,SoFi Stadium,Inglewood,CA,71202,71500,285.0,-110.0,7.0,47.5,Max Causey,Tony Josselyn,Maia Chaka,Barry Anderson,Ronald Torbert,Ryan Dickson,Keith Washington,803096512.0,1598.0,1582.0,Final
294,NYJ,PHI,2023-10-15,20:25,UTC,1.0,2023,Regular-Season,,4,,20.0,14.0,1.0,0.0,0.0,17.0,9.0,5.0,3.0,2.0,11.0,0.0,1.0,59.0,244.0,4.14,11.0,155.0,19.0,33.0,4.7,5.0,31.0,89.0,21.0,4.24,1.0,4.0,9.0,68.0,0.0,0.0,0.0,0.0,29.0,16.0,0.49,24.0,16.0,6.0,2.0,7.0,14.0,1.0,2.0,69.0,348.0,5.04,10.0,268.0,28.0,45.0,5.96,2.0,12.0,80.0,22.0,3.64,2.0,3.0,5.0,46.0,4.0,1.0,3.0,0.0,30.0,44.0,0.51,0.0,MetLife Stadium,East Rutherford,NJ,83068,82500,240.0,-110.0,6.5,43.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Eugene Hall,803096514.0,1594.0,1596.0,Final
295,PHI,NYJ,2023-10-15,20:25,UTC,0.0,2023,Regular-Season,,4,,14.0,20.0,0.0,1.0,0.0,24.0,16.0,6.0,2.0,7.0,14.0,1.0,2.0,69.0,348.0,5.04,10.0,268.0,28.0,45.0,5.96,2.0,12.0,80.0,22.0,3.64,2.0,3.0,5.0,46.0,4.0,1.0,3.0,0.0,30.0,44.0,0.51,17.0,9.0,5.0,3.0,2.0,11.0,0.0,1.0,59.0,244.0,4.14,11.0,155.0,19.0,33.0,4.7,5.0,31.0,89.0,21.0,4.24,1.0,4.0,9.0,68.0,0.0,0.0,0.0,0.0,29.0,16.0,0.49,0.0,MetLife Stadium,East Rutherford,NJ,83068,82500,-305.0,-110.0,-6.5,43.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Eugene Hall,803096514.0,1596.0,1594.0,Final
296,BUF,NYG,2023-10-16,00:20,UTC,1.0,2023,Regular-Season,,4,,14.0,9.0,1.0,0.0,0.0,22.0,12.0,7.0,3.0,6.0,12.0,0.0,0.0,59.0,297.0,5.03,9.0,169.0,19.0,30.0,5.63,0.0,0.0,128.0,29.0,4.41,2.0,2.0,7.0,51.0,2.0,1.0,1.0,0.0,28.0,36.0,0.48,20.0,11.0,5.0,4.0,10.0,19.0,1.0,2.0,73.0,317.0,4.34,10.0,185.0,24.0,36.0,5.14,3.0,15.0,132.0,34.0,3.88,0.0,5.0,9.0,65.0,0.0,0.0,0.0,0.0,31.0,24.0,0.52,0.0,Highmark Stadium,Orchard Park,NY,70515,71621,-1100.0,-110.0,-15.0,43.5,Pat Turner,Brad Freeman,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096516.0,1558.0,1592.0,Final
297,NYG,BUF,2023-10-16,00:20,UTC,0.0,2023,Regular-Season,,4,,9.0,14.0,0.0,1.0,0.0,20.0,11.0,5.0,4.0,10.0,19.0,1.0,2.0,73.0,317.0,4.34,10.0,185.0,24.0,36.0,5.14,3.0,15.0,132.0,34.0,3.88,0.0,5.0,9.0,65.0,0.0,0.0,0.0,0.0,31.0,24.0,0.52,22.0,12.0,7.0,3.0,6.0,12.0,0.0,0.0,59.0,297.0,5.03,9.0,169.0,19.0,30.0,5.63,0.0,0.0,128.0,29.0,4.41,2.0,2.0,7.0,51.0,2.0,1.0,1.0,0.0,28.0,36.0,0.48,0.0,Highmark Stadium,Orchard Park,NY,70515,71621,700.0,-110.0,15.0,43.5,Pat Turner,Brad Freeman,Daniel Gallagher,Tony Michalek,Tra Blake,Tom Hill,Don Willard,803096516.0,1592.0,1558.0,Final
298,LAC,DAL,2023-10-17,00:15,UTC,1.0,2023,Regular-Season,,4,,17.0,20.0,0.0,1.0,0.0,18.0,12.0,2.0,4.0,5.0,14.0,1.0,2.0,61.0,272.0,4.46,10.0,219.0,22.0,37.0,5.92,1.0,8.0,53.0,23.0,2.3,2.0,4.0,9.0,79.0,1.0,0.0,1.0,0.0,30.0,8.0,0.5,20.0,12.0,5.0,3.0,5.0,13.0,1.0,2.0,61.0,342.0,5.61,10.0,246.0,21.0,30.0,8.2,5.0,26.0,96.0,26.0,3.69,2.0,4.0,11.0,85.0,1.0,1.0,0.0,0.0,29.0,52.0,0.5,0.0,SoFi Stadium,Inglewood,CA,70240,71500,110.0,-110.0,1.5,49.5,Tom Stephan,Todd Prukop,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096518.0,1602.0,1566.0,Final
299,DAL,LAC,2023-10-17,00:15,UTC,0.0,2023,Regular-Season,,4,,20.0,17.0,1.0,0.0,0.0,20.0,12.0,5.0,3.0,5.0,13.0,1.0,2.0,61.0,342.0,5.61,10.0,246.0,21.0,30.0,8.2,5.0,26.0,96.0,26.0,3.69,2.0,4.0,11.0,85.0,1.0,1.0,0.0,0.0,29.0,52.0,0.5,18.0,12.0,2.0,4.0,5.0,14.0,1.0,2.0,61.0,272.0,4.46,10.0,219.0,22.0,37.0,5.92,1.0,8.0,53.0,23.0,2.3,2.0,4.0,9.0,79.0,1.0,0.0,1.0,0.0,30.0,8.0,0.5,0.0,SoFi Stadium,Inglewood,CA,70240,71500,-130.0,-110.0,-1.5,49.5,Tom Stephan,Todd Prukop,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096518.0,1566.0,1602.0,Final
300,NO,JAX,2023-10-20,00:15,UTC,1.0,2023,Regular-Season,,4,,24.0,31.0,0.0,1.0,0.0,25.0,15.0,8.0,2.0,3.0,18.0,4.0,6.0,87.0,407.0,4.68,14.0,295.0,33.0,55.0,5.36,1.0,6.0,112.0,31.0,3.61,2.0,5.0,3.0,34.0,1.0,0.0,1.0,0.0,36.0,10.0,0.6,18.0,9.0,7.0,2.0,2.0,11.0,1.0,2.0,56.0,330.0,5.89,12.0,217.0,21.0,30.0,7.23,0.0,0.0,113.0,26.0,4.35,2.0,2.0,5.0,42.0,2.0,2.0,0.0,1.0,23.0,50.0,0.4,0.0,Caesars Superdome,New Orleans,LA,70009,73000,-140.0,-110.0,-2.5,41.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096520.0,1590.0,1614.0,Final
301,JAX,NO,2023-10-20,00:15,UTC,0.0,2023,Regular-Season,,4,,31.0,24.0,1.0,0.0,0.0,18.0,9.0,7.0,2.0,2.0,11.0,1.0,2.0,56.0,330.0,5.89,12.0,217.0,21.0,30.0,7.23,0.0,0.0,113.0,26.0,4.35,2.0,2.0,5.0,42.0,2.0,2.0,0.0,1.0,23.0,50.0,0.4,25.0,15.0,8.0,2.0,3.0,18.0,4.0,6.0,87.0,407.0,4.68,14.0,295.0,33.0,55.0,5.36,1.0,6.0,112.0,31.0,3.61,2.0,5.0,3.0,34.0,1.0,0.0,1.0,0.0,36.0,10.0,0.6,0.0,Caesars Superdome,New Orleans,LA,70009,73000,118.0,-110.0,2.5,41.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096520.0,1614.0,1590.0,Final
302,IND,CLE,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,38.0,39.0,0.0,1.0,0.0,20.0,11.0,8.0,1.0,7.0,15.0,0.0,0.0,67.0,456.0,6.81,16.0,288.0,15.0,23.0,12.52,4.0,17.0,168.0,40.0,4.2,3.0,4.0,8.0,67.0,4.0,3.0,1.0,0.0,32.0,31.0,0.54,18.0,9.0,6.0,3.0,4.0,16.0,1.0,2.0,72.0,316.0,4.39,16.0,166.0,16.0,37.0,4.49,2.0,17.0,150.0,33.0,4.55,2.0,2.0,4.0,20.0,2.0,0.0,2.0,1.0,27.0,29.0,0.46,0.0,Lucas Oil Stadium,Indianapolis,IN,0,63000,152.0,-115.0,3.5,40.0,,,,,,,,803096522.0,1576.0,1564.0,Final
303,CLE,IND,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,39.0,38.0,1.0,0.0,0.0,18.0,9.0,6.0,3.0,4.0,16.0,1.0,2.0,72.0,316.0,4.39,16.0,166.0,16.0,37.0,4.49,2.0,17.0,150.0,33.0,4.55,2.0,2.0,4.0,20.0,2.0,0.0,2.0,1.0,27.0,29.0,0.46,20.0,11.0,8.0,1.0,7.0,15.0,0.0,0.0,67.0,456.0,6.81,16.0,288.0,15.0,23.0,12.52,4.0,17.0,168.0,40.0,4.2,3.0,4.0,8.0,67.0,4.0,3.0,1.0,0.0,32.0,31.0,0.54,0.0,Lucas Oil Stadium,Indianapolis,IN,0,63000,-180.0,-105.0,-3.5,40.0,,,,,,,,803096522.0,1564.0,1576.0,Final
304,NE,BUF,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,29.0,25.0,1.0,0.0,0.0,21.0,13.0,6.0,2.0,4.0,9.0,0.0,0.0,55.0,364.0,6.62,9.0,268.0,25.0,30.0,8.93,1.0,4.0,96.0,24.0,4.0,3.0,5.0,8.0,59.0,1.0,1.0,0.0,0.0,27.0,46.0,0.46,24.0,14.0,7.0,3.0,5.0,12.0,2.0,3.0,66.0,339.0,5.14,10.0,258.0,27.0,41.0,6.29,1.0,7.0,81.0,24.0,3.38,2.0,4.0,9.0,46.0,2.0,1.0,1.0,0.0,32.0,14.0,0.54,0.0,Gillette Stadium,Foxborough,MA,64628,64628,328.0,-110.0,7.5,41.0,Dana McKenzie,Lo van Pham,Julian Mapp,Bruce Stritesky,Clete Blakeman,Terry Brown,Jonah Monroe,803096524.0,1588.0,1558.0,Final
305,BUF,NE,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,25.0,29.0,0.0,1.0,0.0,24.0,14.0,7.0,3.0,5.0,12.0,2.0,3.0,66.0,339.0,5.14,10.0,258.0,27.0,41.0,6.29,1.0,7.0,81.0,24.0,3.38,2.0,4.0,9.0,46.0,2.0,1.0,1.0,0.0,32.0,14.0,0.54,21.0,13.0,6.0,2.0,4.0,9.0,0.0,0.0,55.0,364.0,6.62,9.0,268.0,25.0,30.0,8.93,1.0,4.0,96.0,24.0,4.0,3.0,5.0,8.0,59.0,1.0,1.0,0.0,0.0,27.0,46.0,0.46,0.0,Gillette Stadium,Foxborough,MA,64628,64628,-430.0,-110.0,-7.5,41.0,Dana McKenzie,Lo van Pham,Julian Mapp,Bruce Stritesky,Clete Blakeman,Terry Brown,Jonah Monroe,803096524.0,1558.0,1588.0,Final
306,NYG,WSH,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,14.0,7.0,1.0,0.0,0.0,16.0,10.0,5.0,1.0,5.0,16.0,0.0,0.0,65.0,356.0,5.48,14.0,250.0,18.0,29.0,8.62,4.0,29.0,106.0,32.0,3.31,1.0,2.0,4.0,40.0,2.0,2.0,0.0,0.0,28.0,46.0,0.48,14.0,9.0,3.0,2.0,1.0,15.0,2.0,3.0,67.0,273.0,4.07,14.0,197.0,22.0,42.0,4.69,6.0,52.0,76.0,19.0,4.0,1.0,3.0,10.0,75.0,1.0,0.0,1.0,0.0,31.0,14.0,0.52,0.0,MetLife Stadium,East Rutherford,NJ,81671,82500,135.0,-115.0,3.0,37.0,,,,,,,,803096526.0,1592.0,1610.0,Final
307,WSH,NYG,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,7.0,14.0,0.0,1.0,0.0,14.0,9.0,3.0,2.0,1.0,15.0,2.0,3.0,67.0,273.0,4.07,14.0,197.0,22.0,42.0,4.69,6.0,52.0,76.0,19.0,4.0,1.0,3.0,10.0,75.0,1.0,0.0,1.0,0.0,31.0,14.0,0.52,16.0,10.0,5.0,1.0,5.0,16.0,0.0,0.0,65.0,356.0,5.48,14.0,250.0,18.0,29.0,8.62,4.0,29.0,106.0,32.0,3.31,1.0,2.0,4.0,40.0,2.0,2.0,0.0,0.0,28.0,46.0,0.48,0.0,MetLife Stadium,East Rutherford,NJ,81671,82500,-160.0,-105.0,-3.0,37.0,,,,,,,,803096526.0,1610.0,1592.0,Final
308,DEN,GB,2023-10-22,20:25,UTC,1.0,2023,Regular-Season,,4,,19.0,17.0,1.0,0.0,0.0,18.0,9.0,6.0,3.0,5.0,12.0,0.0,1.0,55.0,339.0,6.16,9.0,194.0,20.0,29.0,6.69,1.0,0.0,145.0,25.0,5.8,1.0,4.0,8.0,60.0,0.0,0.0,0.0,0.0,28.0,23.0,0.47,20.0,13.0,5.0,2.0,6.0,14.0,2.0,2.0,61.0,331.0,5.43,9.0,194.0,22.0,32.0,6.06,0.0,0.0,137.0,29.0,4.72,2.0,3.0,7.0,56.0,1.0,0.0,1.0,0.0,31.0,37.0,0.53,0.0,Empower Field at Mile High,Denver,CO,76880,76125,-120.0,-110.0,-1.0,44.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096528.0,1568.0,1572.0,Final
309,GB,DEN,2023-10-22,20:25,UTC,0.0,2023,Regular-Season,,4,,17.0,19.0,0.0,1.0,0.0,20.0,13.0,5.0,2.0,6.0,14.0,2.0,2.0,61.0,331.0,5.43,9.0,194.0,22.0,32.0,6.06,0.0,0.0,137.0,29.0,4.72,2.0,3.0,7.0,56.0,1.0,0.0,1.0,0.0,31.0,37.0,0.53,18.0,9.0,6.0,3.0,5.0,12.0,0.0,1.0,55.0,339.0,6.16,9.0,194.0,20.0,29.0,6.69,1.0,0.0,145.0,25.0,5.8,1.0,4.0,8.0,60.0,0.0,0.0,0.0,0.0,28.0,23.0,0.47,0.0,Empower Field at Mile High,Denver,CO,76880,76125,100.0,-110.0,1.0,44.0,Danny Short,Scott Helverson,Rusty Baynes,Mike Morton,Alex Kemp,Sean Petty,James Coleman,803096528.0,1572.0,1568.0,Final
310,KC,LAC,2023-10-22,20:25,UTC,1.0,2023,Regular-Season,,4,,31.0,17.0,1.0,0.0,0.0,25.0,21.0,3.0,1.0,6.0,11.0,0.0,0.0,64.0,483.0,7.55,11.0,415.0,32.0,42.0,9.88,1.0,9.0,68.0,21.0,3.24,3.0,4.0,6.0,43.0,2.0,1.0,1.0,0.0,31.0,40.0,0.53,16.0,11.0,4.0,1.0,6.0,14.0,1.0,1.0,61.0,358.0,5.87,11.0,219.0,17.0,30.0,7.3,5.0,40.0,139.0,26.0,5.35,1.0,2.0,4.0,43.0,2.0,0.0,2.0,0.0,28.0,20.0,0.47,0.0,GEHA Field at Arrowhead Stadium,Kansas City,MO,73642,73426,-260.0,-110.0,-5.5,48.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,,Tom Hill,Don Willard,803096530.0,1578.0,1602.0,Final
311,LAC,KC,2023-10-22,20:25,UTC,0.0,2023,Regular-Season,,4,,17.0,31.0,0.0,1.0,0.0,16.0,11.0,4.0,1.0,6.0,14.0,1.0,1.0,61.0,358.0,5.87,11.0,219.0,17.0,30.0,7.3,5.0,40.0,139.0,26.0,5.35,1.0,2.0,4.0,43.0,2.0,0.0,2.0,0.0,28.0,20.0,0.47,25.0,21.0,3.0,1.0,6.0,11.0,0.0,0.0,64.0,483.0,7.55,11.0,415.0,32.0,42.0,9.88,1.0,9.0,68.0,21.0,3.24,3.0,4.0,6.0,43.0,2.0,1.0,1.0,0.0,31.0,40.0,0.53,0.0,GEHA Field at Arrowhead Stadium,Kansas City,MO,73642,73426,210.0,-110.0,5.5,48.5,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,,Tom Hill,Don Willard,803096530.0,1602.0,1578.0,Final
312,BAL,DET,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,38.0,6.0,1.0,0.0,0.0,23.0,15.0,7.0,1.0,4.0,8.0,1.0,1.0,55.0,503.0,9.15,10.0,357.0,21.0,28.0,12.75,0.0,0.0,146.0,27.0,5.41,5.0,6.0,4.0,45.0,1.0,1.0,0.0,0.0,30.0,22.0,0.51,18.0,13.0,4.0,1.0,5.0,16.0,2.0,6.0,72.0,337.0,4.68,10.0,253.0,33.0,53.0,4.77,5.0,31.0,84.0,14.0,6.0,0.0,1.0,5.0,57.0,1.0,0.0,1.0,0.0,29.0,38.0,0.49,0.0,M&T Bank Stadium,Baltimore,MD,70989,70745,-160.0,-110.0,-3.0,43.5,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803096532.0,1620.0,1570.0,Final
313,DET,BAL,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,6.0,38.0,0.0,1.0,0.0,18.0,13.0,4.0,1.0,5.0,16.0,2.0,6.0,72.0,337.0,4.68,10.0,253.0,33.0,53.0,4.77,5.0,31.0,84.0,14.0,6.0,0.0,1.0,5.0,57.0,1.0,0.0,1.0,0.0,29.0,38.0,0.49,23.0,15.0,7.0,1.0,4.0,8.0,1.0,1.0,55.0,503.0,9.15,10.0,357.0,21.0,28.0,12.75,0.0,0.0,146.0,27.0,5.41,5.0,6.0,4.0,45.0,1.0,1.0,0.0,0.0,30.0,22.0,0.51,0.0,M&T Bank Stadium,Baltimore,MD,70989,70745,135.0,-110.0,3.0,43.5,Kent Payne,Tyree Walton,Kevin Codey,Ramon George,Bradley Rogers,Aaron Santi,Anthony Jeffries,803096532.0,1570.0,1620.0,Final
314,CHI,LV,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,30.0,12.0,1.0,0.0,0.0,23.0,10.0,13.0,0.0,8.0,13.0,0.0,1.0,69.0,323.0,4.68,9.0,150.0,21.0,29.0,5.17,2.0,12.0,173.0,38.0,4.55,3.0,3.0,9.0,110.0,0.0,0.0,0.0,1.0,34.0,6.0,0.57,20.0,16.0,1.0,3.0,2.0,9.0,2.0,2.0,60.0,235.0,3.92,9.0,196.0,27.0,45.0,4.36,1.0,8.0,39.0,14.0,2.79,1.0,2.0,2.0,15.0,3.0,0.0,3.0,0.0,25.0,54.0,0.43,0.0,Soldier Field,Chicago,IL,62199,61500,115.0,-110.0,2.5,38.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096534.0,1560.0,1580.0,Final
315,LV,CHI,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,12.0,30.0,0.0,1.0,0.0,20.0,16.0,1.0,3.0,2.0,9.0,2.0,2.0,60.0,235.0,3.92,9.0,196.0,27.0,45.0,4.36,1.0,8.0,39.0,14.0,2.79,1.0,2.0,2.0,15.0,3.0,0.0,3.0,0.0,25.0,54.0,0.43,23.0,10.0,13.0,0.0,8.0,13.0,0.0,1.0,69.0,323.0,4.68,9.0,150.0,21.0,29.0,5.17,2.0,12.0,173.0,38.0,4.55,3.0,3.0,9.0,110.0,0.0,0.0,0.0,1.0,34.0,6.0,0.57,0.0,Soldier Field,Chicago,IL,62199,61500,-135.0,-110.0,-2.5,38.5,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096534.0,1580.0,1560.0,Final
316,TB,ATL,2023-10-22,17:00,UTC,1.0,2023,Regular-Season,,4,,13.0,16.0,0.0,1.0,0.0,21.0,13.0,2.0,6.0,6.0,12.0,0.0,1.0,65.0,329.0,5.06,10.0,256.0,27.0,42.0,6.1,3.0,19.0,73.0,20.0,3.65,0.0,2.0,9.0,66.0,2.0,1.0,1.0,0.0,30.0,1.0,0.5,20.0,9.0,10.0,1.0,7.0,13.0,0.0,0.0,64.0,401.0,6.27,10.0,245.0,19.0,25.0,9.8,1.0,5.0,156.0,38.0,4.11,1.0,5.0,9.0,60.0,3.0,3.0,0.0,0.0,29.0,59.0,0.5,0.0,Raymond James Stadium,Tampa,FL,62620,65844,-155.0,100.0,-3.0,37.5,,,,,,,,803096536.0,1608.0,1556.0,Final
317,ATL,TB,2023-10-22,17:00,UTC,0.0,2023,Regular-Season,,4,,16.0,13.0,1.0,0.0,0.0,20.0,9.0,10.0,1.0,7.0,13.0,0.0,0.0,64.0,401.0,6.27,10.0,245.0,19.0,25.0,9.8,1.0,5.0,156.0,38.0,4.11,1.0,5.0,9.0,60.0,3.0,3.0,0.0,0.0,29.0,59.0,0.5,21.0,13.0,2.0,6.0,6.0,12.0,0.0,1.0,65.0,329.0,5.06,10.0,256.0,27.0,42.0,6.1,3.0,19.0,73.0,20.0,3.65,0.0,2.0,9.0,66.0,2.0,1.0,1.0,0.0,30.0,1.0,0.5,0.0,Raymond James Stadium,Tampa,FL,62620,65844,130.0,-120.0,3.0,37.5,,,,,,,,803096536.0,1556.0,1608.0,Final
318,LAR,PIT,2023-10-22,20:05,UTC,1.0,2023,Regular-Season,,4,,17.0,24.0,0.0,1.0,0.0,19.0,8.0,8.0,3.0,9.0,16.0,0.0,0.0,62.0,354.0,5.71,10.0,219.0,14.0,29.0,7.55,2.0,12.0,135.0,31.0,4.35,1.0,1.0,5.0,40.0,1.0,0.0,1.0,0.0,31.0,46.0,0.53,17.0,9.0,8.0,0.0,4.0,12.0,1.0,1.0,56.0,300.0,5.36,11.0,214.0,17.0,25.0,8.56,2.0,16.0,86.0,29.0,2.97,3.0,3.0,8.0,76.0,0.0,0.0,0.0,0.0,28.0,14.0,0.47,0.0,SoFi Stadium,Inglewood,CA,73471,71500,-180.0,100.0,-3.5,44.0,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096538.0,1582.0,1600.0,Final
